author,tags,title,url
Larry Beinhart,"Business & Economy,Recession,United States,Coronavirus pandemic",The market crash: Is the virus to blame? Or delusional economics?,https://www.aljazeera.com/amp/indepth/opinion/market-crash-virus-blame-delusional-economics-200317140514760.html
Tara Houska,"US & Canada,Indigenous rights,Racism,Environment,Fossil Fuels",The Wet'suwet'en crisis has exposed deep-seated racism in Canada,https://www.aljazeera.com/amp/indepth/opinion/wet-crisis-exposed-deep-seated-racism-canada-200310063800525.html
Fahd Humayun,"Pakistan,Haqqani Network,Taliban,Afghanistan,United States",What the sanitisation of Haqqanis means for Pakistan-US relations,https://www.aljazeera.com/amp/indepth/opinion/sanitisation-haqqanis-means-pakistan-relations-200313111012269.html
Marwan Bishara,"Palestine,Israel,Middle East,Morocco,Ethiopia",The toxic fallout of the 'deal of the century'   ,https://www.aljazeera.com/amp/indepth/opinion/toxic-fallout-deal-century-200316060820463.html
Shaymaa Arif,"Asia Pacific,New Zealand,New Zealand attack",Centuries of white supremacism to blame for Christchurch shooting,https://www.aljazeera.com/amp/indepth/opinion/centuries-white-supremacism-blame-christchurch-shooting-200315093919706.html
Patrick Gathara,"Coronavirus pandemic,Africa,Tourism",Africa does not need to 'burn down the house' to defeat COVID-19,https://www.aljazeera.com/amp/indepth/opinion/africa-burn-house-defeat-covid-19-200313112554653.html
Tom Hussain,"Pakistan,Taliban,Afghanistan,United States","For Pakistan, the Taliban-US deal is an opportunity for stability",https://www.aljazeera.com/amp/indepth/opinion/pakistan-taliban-deal-opportunity-stability-200313124010991.html
Rokhaya Diallo,"France,Racism,Cinema,Europe",French cinema is still refusing to face its racism,https://www.aljazeera.com/amp/indepth/opinion/french-cinema-refusing-face-racism-200310150422057.html
Hamid Dabashi,"United States,Painting,Art,Donald Trump","Upending Trump, Whitney Museum rewrites American history",https://www.aljazeera.com/amp/indepth/opinion/200312200831021.html
Juanita E Mantz,"Coronavirus pandemic,Prison,Health,United States",US prisons are woefully unequipped to deal with coronavirus,https://www.aljazeera.com/amp/indepth/opinion/prisons-woefully-unequipped-deal-coronavirus-200310075911589.html
James Melville,"United Kingdom,Coronavirus pandemic,Europe",Welfare cuts have left UK undefended against coronavirus,https://www.aljazeera.com/amp/indepth/opinion/welfare-cuts-left-uk-undefended-coronavirus-200312193147678.html
Nikolay Kozhanov,"OPEC,Russia,Saudi Arabia,Fossil Fuels,Trade War",The fall of OPEC+ and the age of oil price wars,https://www.aljazeera.com/amp/indepth/opinion/fall-opec-age-oil-price-wars-200312124946313.html
Anthony Pahnke,"Coronavirus pandemic,Donald Trump,United States",Coronavirus could be Donald Trump's Katrina moment,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-donald-trump-katrina-moment-200313135641420.html
Ruth H Hopkins,"Indigenous rights,United States,Donald Trump,US-Mexico border",We must protect sacred sites from Trump's US-Mexico border wall,https://www.aljazeera.com/amp/indepth/opinion/protect-sacred-sites-trump-mexico-border-wall-200308143750755.html
Pragya Tiwari,"India,Bharatiya Janata Party,Asia",The BJP has incited hatred it can no longer stop,https://www.aljazeera.com/amp/indepth/opinion/bjp-incited-hatred-longer-stop-200309071037099.html
Leonid Ragozin,"Russia,Vladimir Putin,Europe",Putin will go before 2036,https://www.aljazeera.com/amp/indepth/opinion/putin-2036-200311162434510.html
Susan Abulhawa,"Palestine,Israel,Arts & Culture,Middle East,US & Canada",Apeirogon: Another colonialist misstep in commercial publishing,https://www.aljazeera.com/amp/indepth/opinion/apeirogon-colonialist-misstep-commercial-publishing-200310093110310.html
Mariam Barghouti ,"Palestine,Jerusalem,Israel, Israeli–Palestinian conflict,Middle East",Israel's attack on Palestinian bread,https://www.aljazeera.com/amp/indepth/opinion/closure-palestinian-bakery-jerusalem-matters-200305084546273.html
Vidya Subrahmaniam,"India,Asia,Racism",India's Muslims are punished for asking to be Indian,https://www.aljazeera.com/amp/indepth/opinion/india-muslims-punished-indian-200306190342176.html
Larry Beinhart,"Democratic Party,United States,US Elections 2020",The resurrection of the US political establishment,https://www.aljazeera.com/amp/indepth/opinion/resurrection-political-establishment-200306095948229.html
Benedict Rogers,"China,Human Rights,Religion,Uighur,Europe",Huawei should not be allowed to help build UK's 5G networks,https://www.aljazeera.com/amp/indepth/opinion/huawei-allowed-build-uk-5g-networks-200227111017065.html
Fadi al-Qadi,"International Women's Day,Saudi Arabia,Women's Rights,Amnesty International,Human Rights",Do not forget the jailed Saudi women's rights activists,https://www.aljazeera.com/amp/indepth/opinion/forget-jailed-saudi-women-rights-activists-200305103951988.html
Denijal Jegic,"Croatia,The Far Right,Europe",Croatia is a crucible of hyper-nationalism,https://www.aljazeera.com/amp/indepth/opinion/croatia-crucible-hyper-nationalism-200306094955858.html
Andrew Mitrovica,"Democratic Party,United States,Bernie Sanders","No, the Democratic primary is not a two-man race",https://www.aljazeera.com/amp/indepth/opinion/200309104241632.html
Sahar Ghumkhor,"Afghanistan,Women,Women's Rights,Asia",Skateboarding won't 'save' Afghan girls,https://www.aljazeera.com/amp/indepth/opinion/skateboarding-won-save-afghan-girls-200308121710895.html
Hana Al-Khamri,"Middle East,Saudi Arabia,Mohammed bin Salman",MBS and the Saudi crisis of legitimacy,https://www.aljazeera.com/amp/indepth/opinion/mbs-saudi-crisis-legitimacy-200310153500960.html
Nick Dearden,"Coronavirus outbreak,United States,Business & Economy,Healthcare",Big Pharma can't be trusted to solve coronavirus,https://www.aljazeera.com/amp/indepth/opinion/financial-markets-trusted-solve-pandemics-200309125914887.html
Richard Javad Heydarian,"Philippines,Rodrigo Duterte,China,United States,Asia",Duterte's decision to end the alliance with the US is reckless,https://www.aljazeera.com/amp/indepth/opinion/duterte-decision-alliance-reckless-200226153150533.html
Shreshtha Das,"Military,India,Asia,Women's Rights",Equal roles for women in Indian army is not a feminist victory,https://www.aljazeera.com/amp/indepth/opinion/equal-roles-women-indian-army-feminist-victory-200303152707759.html
Sultan Barakat,"Afghanistan,Taliban,United States,Qatar,Asia","In Afghanistan, peace is finally in sight",https://www.aljazeera.com/amp/indepth/opinion/afghanistan-peace-finally-sight-200228080355918.html
Yerevan Saeed ,"Middle East,Iraq,Kurds",Corruption and partisan politics can bring down the KRG,https://www.aljazeera.com/amp/indepth/opinion/corruption-partisan-politics-bring-krg-200301102406303.html
Patrick Gathara,"Kenya,Coronavirus outbreak,Africa",Kenya needs to stop panicking and start preparing for coronavirus,https://www.aljazeera.com/amp/indepth/opinion/kenya-stop-panicking-start-preparing-coronavirus-200302110915576.html
Marwan Bishara,"US Elections 2020,United States,Israel,Middle East,US & Canada",US and Israel vote: Two 'racist' incumbents and two proud Jews,https://www.aljazeera.com/amp/indepth/opinion/israel-vote-racist-incumbents-proud-jews-200302062307608.html
Ruth H Hopkins,"Indigenous rights,Canada,First Nations",It is not the Wet'suwet'en who are hurting Canada,https://www.aljazeera.com/amp/indepth/opinion/wet-hurting-canada-200229123112969.html
Anthony Pahnke,"United States,US Elections 2020,Bernie Sanders,Donald Trump","Never mind the Biden bounce, Bernie can trounce Trump",https://www.aljazeera.com/amp/indepth/opinion/mind-biden-bounce-bernie-trounce-trump-200303075057596.html
Nabiha Islam,"Greece,Refugees,Human Rights,Europe",Remember the refugees stuck in the hell that is Moria,https://www.aljazeera.com/amp/indepth/opinion/remember-refugees-stuck-hell-moria-200304115721901.html
Dimitar Bechev,"Serbia,Kosovo,Donald Trump,United States,Europe",Trump is looking for a foreign policy coup in the Balkans,https://www.aljazeera.com/amp/indepth/opinion/trump-foreign-policy-coup-balkans-200304162949394.html
Abdullah Al-Arian,"Middle East,Egypt,Hosni Mubarak",Hosni Mubarak's legacy is Abdel Fattah el-Sisi,https://www.aljazeera.com/amp/indepth/opinion/hosni-mubarak-legacy-abdel-fattah-el-sisi-200227122652779.html
Priscilla Madrid Valero,"Latin America,Mexico,Women's Rights,Human Rights,Murder","In Mexico, women are hated to death",https://www.aljazeera.com/amp/indepth/opinion/mexico-women-hated-death-200223081736518.html
Manash Firaq Bhattacharjee,"India,Riots,Asia","In Delhi, imaginary knives have now become real ones",https://www.aljazeera.com/amp/indepth/opinion/delhi-imaginary-knives-real-200227073503960.html
Ofer Zalzberg," Israeli–Palestinian conflict,Al-Aqsa Mosque,Jerusalem,East Jerusalem,Donald Trump",The Trump plan threatens the status quo at al-Haram al-Sharif,https://www.aljazeera.com/amp/indepth/opinion/trump-plan-threatens-status-quo-al-haram-al-sharif-200221150419132.html
Marwan Bishara,"Afghanistan,United States,US & Canada,Taliban",Has Trump surrendered Afghanistan to the Taliban?,https://www.aljazeera.com/amp/indepth/opinion/trump-surrendered-afghanistan-taliban-200225195942947.html
Ozgur Ozvatan,"Racism,Germany,Europe","In Germany, racism is becoming more mainstream",https://www.aljazeera.com/amp/indepth/opinion/germany-racism-mainstream-200226125612344.html
Rashid Abdallah,"Al-Shabab,Kenya,Somalia,Africa",It is time to negotiate with al-Shabab,https://www.aljazeera.com/amp/indepth/opinion/time-negotiate-al-shabab-200217140814723.html
Ilham Rawoot,"Environment,Mozambique,Africa,Fossil Fuels,Business & Economy",Gas-rich Mozambique may be headed for a disaster,https://www.aljazeera.com/amp/indepth/opinion/gas-rich-mozambique-headed-disaster-200223112556449.html
Siddharth Varadarajan,"Asia,India,Press Freedom",India's media is failing in its democratic duty,https://www.aljazeera.com/amp/indepth/opinion/india-media-failing-democratic-duty-200224062258957.html
Joe Macaron,"Middle East,Saudi Arabia,US & Canada,Bernie Sanders,Donald Trump",A Bernie Sanders presidency could be a nightmare for Saudi Arabia,https://www.aljazeera.com/amp/indepth/opinion/bernie-sanders-presidency-nightmare-saudi-arabia-200223070957319.html
Ammar Ali Jan,"Pakistan,Sedition,India,Asia",It is time for India and Pakistan to repeal their sedition laws,https://www.aljazeera.com/amp/indepth/opinion/time-india-pakistan-repeal-sedition-laws-200220084422316.html
Marie Le Conte,"Europe,Immigration,Brexit",The UK wants the 'best' immigrants. Why would they want the UK?,https://www.aljazeera.com/amp/indepth/opinion/uk-immigrants-uk-200220051444757.html
Omar Suleiman,"United States,Racism,Civil Rights,Islam",Malcolm X is still misunderstood - and misused,https://www.aljazeera.com/amp/indepth/opinion/malcolm-misunderstood-misused-200221054407806.html
Katy Sian,"Racism,United Kingdom,Europe",A racist adviser in Downing Street? That should not surprise us,https://www.aljazeera.com/amp/indepth/opinion/racist-adviser-downing-street-surprise-200219073656737.html
Marwan Kabalan,"Battle for Idlib,Syria's War,Middle East,Russia,Turkey",Three scenarios for the battle for Idlib,https://www.aljazeera.com/amp/indepth/opinion/scenarios-battle-idlib-200217090635717.html
Hamid Dabashi,"Racism,Coronavirus outbreak,China",The world in grips of an epidemic more dangerous than coronavirus,https://www.aljazeera.com/amp/indepth/opinion/world-grips-epidemic-dangerous-coronavirus-200220183206485.html
Kamaran Palani,"US-Iran escalation,Iraq,Middle East,United States,Iran",Iraq and the US withdrawal conundrum ,https://www.aljazeera.com/amp/indepth/opinion/iraq-withdrawal-conundrum-200218182253463.html
Yannick Giovanni Marshall,"United States,Racism,US & Canada",Meet the US presidential candidates' 'blacks',https://www.aljazeera.com/amp/indepth/opinion/meet-presidential-candidates-blacks-200216111516860.html
Tafi Mhaka,"South Africa,African Union,Democracy,Corruption,Africa",South Africa is not ready to lead Africa,https://www.aljazeera.com/amp/indepth/opinion/south-africa-ready-lead-africa-200218095017263.html
Asad Dandia,"Religion,Europe",Can atheists make their case without devolving into bigotry?,https://www.aljazeera.com/amp/indepth/opinion/atheists-case-devolving-bigotry-200220114842749.html
Yara Hawari ,"Israel, Israeli–Palestinian conflict",Israel's propaganda war waged through TV shows,https://www.aljazeera.com/amp/indepth/opinion/israel-propaganda-war-waged-tv-shows-200211150859809.html
Aayilah Ahmad,"Kashmir,Child rights,Asia,India",My struggle for an education in Indian-administered Kashmir,https://www.aljazeera.com/amp/indepth/opinion/struggle-education-indian-administered-kashmir-200211132913517.html
Bill Spence,"Australia,Climate Change,Global Warming,Environment",Australian government is burning our children's future,https://www.aljazeera.com/amp/indepth/opinion/australian-government-burning-children-future-200213100102590.html
David Marks,"United States,Iran,Donald Trump,Trump Impeachment,US-Iran escalation",America held hostage,https://www.aljazeera.com/amp/indepth/opinion/america-held-hostage-200210131058935.html
Andrew Mitrovica,"Trump Impeachment,Donald Trump,United States","Thank you, Mr President",https://www.aljazeera.com/amp/indepth/opinion/president-200212102856852.html
Abraham T Zere,"Eritrea,Travel ban,United States,Asylum Seekers,Refugees",Trump's travel ban: Thousands of lives in limbo,https://www.aljazeera.com/amp/indepth/opinion/trump-travel-ban-thousands-lives-limbo-200213123339756.html
"Jenni Laiti,Florian Carl","Indigenous rights,Climate Change,Sweden,Global Warming,Europe",A victory over Sweden's colonialism ,https://www.aljazeera.com/amp/indepth/opinion/victory-sweden-colonialism-200205092318758.html
Omar Suleiman,"Uighur,Coronavirus outbreak,China,Islamophobia,Asia",Don't forget the Uighur amid the coronavirus crisis,https://www.aljazeera.com/amp/indepth/opinion/don-forget-uighur-coronavirus-crisis-200214134600562.html
Mimi Kirk,"Israel,Palestine,Middle East, Israeli–Palestinian conflict,History",Christian Zionist archaeology: A tool of Palestinian subjugation,https://www.aljazeera.com/amp/indepth/opinion/christian-zionist-archaeology-tool-palestinian-subjugation-200212120116746.html
Apoorvanand ,"India,Asia",The Delhi election and the making of a Hindu voting bank,https://www.aljazeera.com/amp/indepth/opinion/delhi-election-making-hindu-voting-bank-200216085214539.html
Tun Khin,"Rohingya,Myanmar",Rohingya justice: Why the ICJ's public rebuke of Myanmar matters,https://www.aljazeera.com/amp/indepth/opinion/rohingya-justice-icj-public-rebuke-myanmar-matters-200207095302504.html
Sultan Barakat,"Middle East,Sudan,Israel",What is behind the talk of Sudan-Israel normalisation?,https://www.aljazeera.com/amp/indepth/opinion/talk-sudan-israel-normalisation-200205145823074.html
Edward Hon-Sing Wong,"Coronavirus pandemic,US & Canada,Canada,Racism",Sinophobia won't save you from the coronavirus,https://www.aljazeera.com/amp/indepth/opinion/sinophobia-won-save-coronavirus-200208165854849.html
Hiwa Osman,"Middle East,Iraq",Muqtada al-Sadr's double game,https://www.aljazeera.com/amp/indepth/opinion/muqtada-al-sadr-double-game-200208195857994.html
Santiago Zabala,"Italy,Data,Social media,Europe",Beware of digital populism,https://www.aljazeera.com/amp/indepth/opinion/beware-digital-populism-200207150123445.html
Khaled Diab ,"Science & Technology,Science,AI",The genesis of robotic life and the future of humanity,https://www.aljazeera.com/amp/indepth/opinion/genesis-robotic-life-future-humanity-200205135341449.html
Yannick Giovanni Marshall,"Racism,United States",Patriotism is racist,https://www.aljazeera.com/amp/indepth/opinion/patriotism-racist-200205133653479.html
William Hopkins,"Guantanamo Bay ,Human Rights",It's high time to end medical complicity in torture,https://www.aljazeera.com/amp/indepth/opinion/high-time-medical-complicity-torture-200206123507173.html
Noha Aboueldahab," Israeli–Palestinian conflict,Law,ICC,Donald Trump,Middle East",Israel cannot escape all of international law all of the time,https://www.aljazeera.com/amp/indepth/opinion/israel-escape-international-law-time-200210090315854.html
Sisonke Msimang,"South Africa,Nelson Mandela,Democracy,Africa",Embracing Nelson Mandela's contested legacy,https://www.aljazeera.com/amp/indepth/opinion/embracing-nelson-mandela-contested-legacy-200209100330168.html
Mariam Barghouti ,"Middle East,Palestine, Israeli–Palestinian conflict",Why is the Palestinian Authority unable to mobilise its people?,https://www.aljazeera.com/amp/indepth/opinion/trump-plan-palestinian-authority-duplicity-200204103318259.html
Randa Wahbe,"Palestine,Prisoners,Donald Trump,Israel,Middle East",What does Trump's deal mean for Palestinian prisoners?,https://www.aljazeera.com/amp/indepth/opinion/trump-deal-palestinian-prisoners-200203123211444.html
Clive Stafford Smith,"ISIS/ISIL,Human Rights,Iraq,Kurds,United States",Outsourcing injustice: Guantanamo on the Euphrates,https://www.aljazeera.com/amp/indepth/opinion/outsourcing-injustice-guantanamo-euphrates-200203105251830.html
Dimitar Bechev,"Russia,Europe,Bulgaria,Greece,North Macedonia",Russia's spy war in the Balkans,https://www.aljazeera.com/amp/indepth/opinion/russia-spy-war-balkans-200203083400861.html
Hamid Dabashi,"Trump Impeachment,United States,US & Canada",Show trials: From Stalin's Moscow Trials to Trump's impeachment,https://www.aljazeera.com/amp/indepth/opinion/show-trials-stalin-moscow-trials-trump-impeachment-200204085115979.html
Yuen Chan,"Coronavirus outbreak,Hong Kong,Hong Kong protests,Asia,China",The political cost of the coronavirus outbreak in Hong Kong,https://www.aljazeera.com/amp/indepth/opinion/political-cost-coronavirus-outbreak-hong-kong-200203133029931.html
Patrick Gathara,"Africa,Kenya",Singing the song of Daniel arap Moi,https://www.aljazeera.com/amp/indepth/opinion/singing-song-daniel-arap-moi-200204140607115.html
Marwan Bishara,"Middle East,Israel,United States,Palestine",It is time for a Palestinian spring,https://www.aljazeera.com/amp/indepth/opinion/time-palestinian-spring-200203115358215.html
Belen Fernandez,"Refugees,Child rights,Mental health,Human Rights",Child suicide is a symptom of our traumatised world,https://www.aljazeera.com/amp/indepth/opinion/child-suicide-symptom-traumatised-world-200203130429457.html
"Aditya Bhattacharji,Scott Rosenstein","Coronavirus outbreak,Health,China,Virus,Asia Pacific",The coronavirus: What should we be worried about?,https://www.aljazeera.com/amp/indepth/opinion/coronavirus-worried-200205095227962.html
Andrew Glencross,"Brexit,United Kingdom,Europe",The UK can still rejoin the EU,https://www.aljazeera.com/amp/indepth/opinion/uk-rejoin-eu-200130175005345.html
Ahmed Abu Artema,"Human Rights,Palestine,Middle East,Donald Trump",Trapped and voiceless: The Palestinians depicted in Trump's plan,https://www.aljazeera.com/amp/indepth/opinion/trapped-voiceless-palestinians-depicted-trump-plan-200128093919231.html
Nikolay Kozhanov,"US-Iran escalation,Russia,Israel,Iran,Middle East",Russia's  difficult balancing act between Iran and Israel,https://www.aljazeera.com/amp/indepth/opinion/russia-difficult-balancing-act-iran-israel-200129193640167.html
Tariq Dana,"Middle East,Palestine,Israel",Trump's Middle East plan may have a silver lining,https://www.aljazeera.com/amp/indepth/opinion/50bn-palestine-200201170559063.html
Akiva Eldar,"Israel,Benjamin Netanyahu,Middle East,Palestine",The 'deal of the century' or the 'bluff of the millennium'? ,https://www.aljazeera.com/amp/indepth/opinion/deal-century-bluff-millennium-200131181206622.html
Henry Morris ,"Europe,United Kingdom,Brexit",Former European colony declares independence,https://www.aljazeera.com/amp/indepth/opinion/european-colony-declares-independence-200201090629560.html
Taha Ozhan,"US-Iran escalation,Iran,Turkey,Iraq,Soleimani assassination",Does Turkey stand to gain after Soleimani's assassination?,https://www.aljazeera.com/amp/indepth/opinion/turkey-stand-gain-soleimani-assassination-200201102320442.html
Habib Battah,"Lebanon,Middle East",Lebanon's protests: The limit of rage,https://www.aljazeera.com/amp/indepth/opinion/lebanon-protesters-strategy-temerity-200128071354793.html
Majed Abusalama,"Gaza,Palestine,Human Rights,Israel,Middle East",Shot by Israel for planting trees,https://www.aljazeera.com/amp/indepth/opinion/trump-middle-east-plan-loss-palestinian-life-200122113423595.html
Bill Frelick,"Refugees,Climate Change,Global Warming,Environment",It is time to change the definition of refugee,https://www.aljazeera.com/amp/indepth/opinion/time-change-definition-refugee-200126095857235.html
Fatima Ahmad Alsmadi,"Soleimani assassination,Iran,US-Iran escalation,Middle East",The mystification of Qassem Soleimani,https://www.aljazeera.com/amp/indepth/opinion/mystification-qassem-soleimani-200126094859701.html
Haidar Eid,"Boycott,Middle East,Palestine",A vision for Palestinian statehood that is not Trump's,https://www.aljazeera.com/amp/indepth/opinion/bds-political-vision-palestinian-statehood-200124143707259.html
Andrew Mitrovica,"Europe,Genocide",What lessons Anne Frank can teach us today,https://www.aljazeera.com/amp/indepth/opinion/lessons-anne-frank-teach-today-200127155652325.html
Larry Beinhart,"Trump Impeachment,United States,US & Canada",The outcome of the impeachment process is no longer certain,https://www.aljazeera.com/amp/indepth/opinion/impeachment-portend-200128141047301.html
Yara Hawari ,"Middle East,Palestine,Israel",Money can't 'fix' Palestine's occupied economy,https://www.aljazeera.com/amp/indepth/opinion/money-fix-palestine-occupied-economy-190624180405267.html
Marwan Bishara,"Middle East,Palestine,US & Canada,Israel,Donald Trump","Trump's 'peace plan': The farce, the fraud and the fury",https://www.aljazeera.com/amp/indepth/opinion/trump-peace-plan-farce-fraud-fury-200128164004266.html
David A Love,"Australia,Climate Change,Brazil,United States",The Australia fires portend a future of climate apartheid ,https://www.aljazeera.com/amp/indepth/opinion/australia-fires-portend-future-climate-apartheid-200126155118129.html
Andrea Mammone,"Europe,United Kingdom,European Union,Brexit",Brexiters want to dismantle Britain's European identity,https://www.aljazeera.com/amp/indepth/opinion/de-europeanising-brexit-britain-200127102842869.html
Abdullahi Boru Halakhe,"Africa,Kenya,Somalia",Somalia: Kenya's foreign policy failure,https://www.aljazeera.com/amp/indepth/opinion/somalia-kenya-foreign-policy-failure-200129114504611.html
Priyamvada Gopal,"Asia,India",India's democracy may not have much time left,https://www.aljazeera.com/amp/indepth/opinion/speak-india-speak-200120184522561.html
Kristian Coates Ulrichsen,"US-Iran escalation,Middle East,Oman,Iran,United States","In 2020, diplomacy in the Gulf may be easier to achieve",https://www.aljazeera.com/amp/indepth/opinion/2020-diplomacy-gulf-easier-achieve-200121160253332.html
Jenny Ricks,"Climate Change,Inequality,Business & Economy,Poverty & Development",It is time to bill the billionaires,https://www.aljazeera.com/amp/indepth/opinion/fight-inequality-starts-streets-davos-200121094032761.html
Noha Aboueldahab,"Libya,Middle East",Why peace initiatives in Libya are failing,https://www.aljazeera.com/amp/indepth/opinion/peace-initiatives-libya-failing-200122111825330.html
Sara Bazoobandi,"US-Iran escalation,Iran,Iraq,Saudi Arabia,United Arab Emirates",Iran will go beyond missile strikes to avenge Soleimani,https://www.aljazeera.com/amp/indepth/opinion/iran-missile-strikes-avenge-soleimani-200120150253364.html
Hamid Dabashi,"Middle East,Europe,United Nations,ISIS/ISIL",The end of the nation-state,https://www.aljazeera.com/amp/indepth/opinion/nation-state-200125093206918.html
Ahmad Sadri,"US-Iran escalation,Iran,Middle East",Why did Iran lie about shooting down the Ukrainian plane?,https://www.aljazeera.com/amp/indepth/opinion/iran-lie-shooting-ukrainian-plane-200113121419528.html
Lorenzo Kamel,"Middle East,Iran,Iraq,Soleimani assassination",Soleimani and the weight of history,https://www.aljazeera.com/amp/indepth/opinion/soleimani-weight-history-200115075749561.html
Haider Saeed,"Soleimani assassination,US-Iran escalation,Iraq,Iran,Middle East",Iraq and its revolution after Soleimani's assassination,https://www.aljazeera.com/amp/indepth/opinion/iraq-revolution-soleimani-assassination-200114094615099.html
Roman Dobrokhotov,"Vladimir Putin,Russia,Europe",Putin's constitutional reforms could lead to his political demise,https://www.aljazeera.com/amp/indepth/opinion/putin-constitutional-reforms-lead-political-demise-200120112620335.html
Gina Benevento,"Cyprus,Sexual assault,Israel,Europe",What the Cyprus rape case tells us about justice in Europe,https://www.aljazeera.com/amp/indepth/opinion/cyprus-rape-case-tells-justice-europe-200119172255354.html
Anton Mardasov,"Soleimani assassination,US-Iran escalation,Middle East,Russia,Syria's War",Soleimani's killing strengthens Putin's hand in Syria and Iraq,https://www.aljazeera.com/amp/indepth/opinion/soleimani-killing-strengthens-putin-hand-syria-iraq-200115080353213.html
Rami G Khouri,"Middle East,Arab Spring,Iran,United States",The battle of 'resistance' vs 'revolution' in the Middle East,https://www.aljazeera.com/amp/indepth/opinion/battle-resistance-revolution-middle-east-200114124254439.html
Leonid Ragozin,"Russia,Europe,Vladimir Putin",Putinism and Putin's retirement plan,https://www.aljazeera.com/amp/indepth/opinion/putinism-putin-retirement-plan-200116162519022.html
"Haider A Khan,Aaron Schneider","Trump Impeachment,United States,Donald Trump,US & Canada",Mainstream Democrats failed the impeachment process,https://www.aljazeera.com/amp/indepth/opinion/mainstream-democrats-failed-impeachment-process-200120164101175.html
Sultan Barakat,"US-Iran escalation,Middle East,Iran,Iraq,United States",Could diplomacy come after tragedy in Iran?,https://www.aljazeera.com/amp/indepth/opinion/diplomacy-tragedy-iran-200115191238750.html
Neve Gordon,"Middle East,Iraq,United Kingdom",The US occupation of Iraq as a noir thriller,https://www.aljazeera.com/amp/indepth/opinion/occupation-iraq-noir-thriller-200202083224831.html
Marwan Bishara,"Middle East,Arab Spring,Algeria,Egypt,Iran",Put the spring back in the Arab Spring,https://www.aljazeera.com/amp/indepth/opinion/put-spring-arab-spring-200116085121316.html
Nanjala Nyabola,"Privacy & Surveillance,Africa,Europe,Social media,Kenya",Cambridge Analytica and the end of elections,https://www.aljazeera.com/amp/indepth/opinion/cambridge-analytica-elections-200112201424047.html
Nikola Alexandre   ,"Environment,Climate Change,Latin America,Brazil,Global Warming",Reforestation is not necessarily about planting more trees,https://www.aljazeera.com/amp/indepth/opinion/reforestation-necessarily-planting-trees-200116113657413.html
Guma El-Gamaty,"Libya,Middle East,Turkey,Russia","Turkey, Russia and the Libyan conundrum",https://www.aljazeera.com/amp/indepth/opinion/turkey-russia-libyan-conundrum-200118144000930.html
Elena Shih,"Workers' Rights,Asia,Myanmar",Worker organising can counter labour abuse in the Global South,https://www.aljazeera.com/amp/indepth/opinion/worker-organising-counter-labour-abuse-global-south-191226120529286.html
Leonid Ragozin,"Ukraine,Russia,Europe",How Ukraine's Zelenskyy is winning hearts and minds in Russia,https://www.aljazeera.com/amp/indepth/opinion/ukraine-zelensky-winning-hearts-minds-russia-200112151615079.html
Joe Macaron,"Soleimani assassination,Iran,Syria's War,US-Iran escalation,Lebanon",Will Iran and the US clash in Lebanon and Syria?,https://www.aljazeera.com/amp/indepth/opinion/iran-clash-lebanon-syria-200112101338347.html
Ahmad Sadri,"Soleimani assassination,Middle East,Iran,Iraq,United States",How the Trump administration saved the Islamic Republic,https://www.aljazeera.com/amp/indepth/opinion/iran-price-riots-collective-effervescence-200108090421877.html
Hassan Ahmadian,"Middle East,Soleimani assassination,Iran,United States",Iran's retaliation is not over,https://www.aljazeera.com/amp/indepth/opinion/iran-revenge-200108132749603.html
Mark LeVine,"Middle East,US-Iran escalation,Arts & Culture,Iran,United States",Threatening culture in Trumpian times,https://www.aljazeera.com/amp/indepth/opinion/threatening-culture-trumpian-times-200112111745709.html
Fanar Haddad ,"Soleimani assassination,Iraq,Iran,United States,Middle East","The Iraqi people will pay the price for Iran-US rivalry, again",https://www.aljazeera.com/amp/indepth/opinion/iraqi-people-pay-price-iran-rivalry-200109031651935.html
Ruth H Hopkins,"United States,Indigenous rights,US-Iran escalation,Donald Trump","The US claims to value honour, but has it ever?",https://www.aljazeera.com/amp/indepth/opinion/claims-honour-200113064958287.html
Andrew Mitrovica,"Soleimani assassination,Media,Middle East,United States,US & Canada",The war addiction of American cable TV,https://www.aljazeera.com/amp/indepth/opinion/war-addiction-american-cable-tv-200109045313718.html
Abbas Barzegar,"US-Iran escalation,Soleimani assassination,Iran,Iraq,United States","At cemeteries, the Sunni and Shia say the same prayers",https://www.aljazeera.com/amp/indepth/opinion/cemeteries-sunni-shia-prayers-200110121319048.html
Rashid Abdallah,"Africa,Corruption,Brexit,United Kingdom",Can Africa really benefit from Brexit?,https://www.aljazeera.com/amp/indepth/opinion/africa-benefit-brexit-200102081337546.html
Marwan Bishara,"Soleimani assassination,Iraq,Iran,Middle East,United States","The US, Iran, and the fallout of Soleimani's assassination",https://www.aljazeera.com/amp/indepth/opinion/iran-fallout-soleimani-assassination-200104091122122.html
Malak Chabkoun,"Middle East,Iran,Iraq,Soleimani assassination,United States",Soleimani is no anti-imperialist hero,https://www.aljazeera.com/amp/indepth/opinion/soleimani-anti-imperialist-hero-200105211451136.html
Seyed Hossein Mousavian,"Nuclear weapons,Iran,United States,Hassan Rouhani,Donald Trump",Can there be a deal between Iran and the US in the new year?,https://www.aljazeera.com/amp/indepth/opinion/deal-iran-year-191231073235120.html
